WormBase.ID	Public.Gene.Name	Sequence.ID	Affy.Probe.Set.ID
WBGene00005016	sqt-1	B0491.2	192674_s_at
WBGene00007190	rmd-3	B0491.3	179134_s_at
WBGene00007191	lgc-20	B0491.4	179339_s_at
WBGene00007192	B0491.5	B0491.5	171908_x_at
WBGene00007192	B0491.5	B0491.5	179494_s_at
WBGene00007193	B0491.6	B0491.6a	179604_at
WBGene00007193	B0491.6	B0491.6a	179605_s_at
WBGene00007194	B0491.7	B0491.7	189623_at
WBGene00000529	clh-2	B0491.8a	175763_at
WBGene00000529	clh-2	B0491.8a	192675_s_at
WBGene00005149	sre-1	B0495.1	188427_at
WBGene00007044	cpna-5	B0495.10a	187622_s_at
WBGene00015203	B0495.2	B0495.2	188248_at
WBGene00003730	nhx-2	B0495.4	190293_at
WBGene00015204	B0495.5	B0495.5	187407_s_at
WBGene00015205	moa-2	B0495.6	187349_at
WBGene00015206	B0495.7	B0495.7	187297_s_at
WBGene00015207	B0495.8	B0495.8a	187511_s_at
WBGene00015208	B0495.9	B0495.9	187295_at
WBGene00015210	B0496.1	B0496.1	180343_at
WBGene00015211	B0496.2	B0496.2	182496_at
WBGene00006814	unc-82	B0496.3a	187747_at
WBGene00006814	unc-82	B0496.3a	182032_at
WBGene00006814	unc-82	B0496.3a	174396_at
WBGene00015214	srtx-1	B0496.5	179814_at
WBGene00015215	B0496.6	B0496.6	182609_at
WBGene00015216	valv-1	B0496.7	181555_at
WBGene00015217	tes-1	B0496.8	189866_s_at
WBGene00015218	B0507.1	B0507.1	181415_at
WBGene00015218	B0507.1	B0507.1	173261_s_at
WBGene00015227	B0507.10	B0507.10	180569_at
WBGene00202499	B0507.15	B0507.15	181129_at
WBGene00015219	B0507.2	B0507.2	181109_at
WBGene00015220	B0507.3	B0507.3a	181431_at
WBGene00015221	B0507.4	B0507.4	181374_at
WBGene00015222	B0507.5	B0507.5a	181029_at
WBGene00015224	B0507.7	B0507.7	181165_at
WBGene00015225	B0507.8	B0507.8	174215_s_at
WBGene00015226	B0507.9	B0507.9	180935_s_at
WBGene00001432	fkb-7	B0511.1	187987_at
WBGene00001228	eif-3.E	B0511.10	187642_s_at
WBGene00001228	eif-3.E	B0511.10	173539_at
WBGene00015236	B0511.11	B0511.11	185431_at
WBGene00015237	B0511.12	B0511.12a	173715_s_at
WBGene00015238	B0511.13	B0511.13a	183925_at
WBGene00015228	B0511.2	B0511.2	182369_at
WBGene00015229	fbxa-125	B0511.3	183736_at
WBGene00015230	tag-344	B0511.4	189107_at
WBGene00015231	cutl-14	B0511.5	183991_at
WBGene00015232	B0511.6	B0511.6	171900_s_at
WBGene00015232	B0511.6	B0511.6	188453_at
WBGene00015233	B0511.7	B0511.7	182602_s_at
WBGene00015235	cdc-26	B0511.9a	183877_s_at
WBGene00001562	lin-66	B0513.1a	187938_at
WBGene00001562	lin-66	B0513.1a	174959_at
WBGene00001562	lin-66	B0513.1a	174892_at
WBGene00007195	B0513.2	B0513.2a	181454_s_at
WBGene00004443	rpl-29	B0513.3a	172911_x_at
WBGene00007196	B0513.4	B0513.4a	179354_s_at
WBGene00007197	B0513.5	B0513.5	187116_s_at
WBGene00002212	kin-31 	B0523.1	189739_at
WBGene00003993	pgl-2	B0523.3	187243_at
WBGene00001443	fli-1	B0523.5	188452_s_at
WBGene00001443	fli-1	B0523.5	171873_x_at
WBGene00001443	fli-1	B0523.5	175718_s_at
WBGene00015241	B0524.2	B0524.2	180526_at
WBGene00015242	B0524.3	B0524.3	180868_at
WBGene00015243	B0524.4	B0524.4	180782_at
WBGene00015244	B0524.5	B0524.5	181044_s_at
WBGene00015245	B0524.6	B0524.6	180731_at
WBGene00006599	tpa-1	B0545.1a	191700_s_at
WBGene00006599	tpa-1	B0545.1a	174622_at
WBGene00015246	scl-23	B0545.3	190394_at
WBGene00015247	B0545.4	B0545.4	188865_at
WBGene00015248	mai-2	B0546.1	190060_at
WBGene00015248	mai-2	B0546.1	190061_s_at
WBGene00015249	otub-4	B0546.2a	181398_s_at
WBGene00015250	B0546.3	B0546.3a	181352_at
WBGene00015251	B0546.4	B0546.4a	173485_s_at
WBGene00015252	B0546.5	B0546.5	172313_x_at
WBGene00015252	B0546.5	B0546.5	172162_x_at
WBGene00015252	B0546.5	B0546.5	177415_s_at
WBGene00000817	csn-5	B0547.1	181157_at
WBGene00015253	B0547.2	B0547.2	172361_at
WBGene00005086	srd-8	B0547.4	190841_at
WBGene00015254	B0554.1	B0554.1	172421_x_at
WBGene00015255	B0554.2	B0554.2	182185_at
WBGene00015256	NA	B0554.3	172458_at
WBGene00015257	B0554.4	B0554.4	183163_at
WBGene00015258	B0554.5	B0554.5	182746_at
WBGene00015259	dod-20	B0554.6	183146_at
WBGene00015260	B0554.7	B0554.7	180408_s_at
WBGene00015261	B0563.1	B0563.1	187399_at
WBGene00006637	tsp-11	B0563.2	190542_at
WBGene00006479	tmbi-4	B0563.4	187510_at
WBGene00006479	tmbi-4	B0563.4	187397_at
WBGene00015262	B0563.5	B0563.5	187434_at
WBGene00015263	B0563.6	B0563.6a	187485_at
WBGene00015264	B0563.7	B0563.7	189040_at
WBGene00015265	B0563.8	B0563.8	187504_at
WBGene00006766	unc-30	B0564.10a	193622_at
WBGene00006766	unc-30	B0564.10a	174442_s_at
WBGene00023421	rde-11	B0564.11	192873_s_at
WBGene00007201	exos-4.1	B0564.1a	175754_s_at
WBGene00007201	exos-4.1	B0564.1a	190614_at
WBGene00044083	tin-9.2	B0564.1b	175753_at
WBGene00007202	B0564.2	B0564.2	178851_at
WBGene00007203	best-1	B0564.3	191581_at
WBGene00007204	best-2	B0564.4	191529_at
NA	NA	B0564.5	172762_x_at
WBGene00007207	B0564.7	B0564.7	174142_s_at
WBGene00007208	B0564.9	B0564.9	193231_s_at
WBGene00007209	BE10.1	BE10.1	177288_s_at
WBGene00007210	agmo-1	BE10.2	177247_at
WBGene00007210	agmo-1	BE10.2	173030_at
WBGene00007211	BE10.3	BE10.3	177286_at
WBGene00007212	BE10.4	BE10.4	177296_at
WBGene00007213	C01A2.1	C01A2.1a	177765_at
WBGene00007214	C01A2.2	C01A2.2a	177410_at
WBGene00007215	oxa-1	C01A2.3	193233_at
WBGene00007216	C01A2.4	C01A2.4	177894_at
WBGene00007217	tads-1	C01A2.5	173379_s_at
WBGene00007217	tads-1	C01A2.5	193280_s_at
WBGene00007218	C01A2.6	C01A2.6	177753_at
NA	NA	C01B10.1	185299_s_at
WBGene00015284	C01B10.10	C01B10.10	173778_s_at
WBGene00015278	C01B10.3	C01B10.3	185295_s_at
WBGene00015279	C01B10.4	C01B10.4	184823_at
WBGene00001858	hil-7	C01B10.5a	172045_x_at
WBGene00001858	hil-7	C01B10.5a	172675_x_at
WBGene00001858	hil-7	C01B10.5a	171921_x_at
WBGene00015280	C01B10.6	C01B10.6a	184599_at
WBGene00015280	C01B10.6	C01B10.6a	184600_s_at
WBGene00015281	C01B10.7	C01B10.7	184810_at
WBGene00015282	C01B10.8	C01B10.8	184605_at
WBGene00015283	C01B10.9	C01B10.9	184884_s_at
WBGene00005017	sqt-2	C01B12.1	190091_at
WBGene00015285	gmeb-1	C01B12.2	186210_at
WBGene00015286	best-3	C01B12.3	186473_at
WBGene00015287	osta-1	C01B12.4	186126_at
WBGene00015288	best-4	C01B12.5	185631_at
WBGene00015291	C01B12.8	C01B12.8	186439_at
WBGene00006283	str-257	C01B4.1	172783_x_at
WBGene00006283	str-257	C01B4.1	176318_s_at
NA	NA	C01B4.2	181358_at
WBGene00006284	str-258	C01B4.3	189062_s_at
WBGene00005138	srd-61	C01B4.5	191222_at
WBGene00015270	C01B4.6	C01B4.6	189744_s_at
WBGene00015270	C01B4.6	C01B4.6	176652_s_at
WBGene00015272	C01B4.8	C01B4.8	181239_s_at
WBGene00015273	mct-2	C01B4.9	180655_s_at
WBGene00006342	sup-37	C01B7.1a	190099_at
WBGene00006342	sup-37	C01B7.1a	180621_at
WBGene00015275	C01B7.3	C01B7.3	181263_at
WBGene00006467	magu-2	C01B7.4	189538_s_at
WBGene00015276	C01B7.5	C01B7.5	180705_at
WBGene00004457	rpm-1	C01B7.6	181455_s_at
WBGene00004457	rpm-1	C01B7.6	173636_at
WBGene00004457	rpm-1	C01B7.6	175875_s_at
WBGene00015277	C01B7.7	C01B7.7	180939_s_at
WBGene00007220	C01B9.1	C01B9.1a	172266_x_at
WBGene00007220	C01B9.1	C01B9.1a	179541_s_at
NA	NA	C01B9.2	189335_at
WBGene00000523	CLC-2	C01C10.1	175730_at
WBGene00000523	CLC-2	C01C10.1	175731_s_at
WBGene00015294	C01C10.2	C01C10.2a	187718_at
WBGene00015295	acl-12	C01C10.3	173737_at
WBGene00015295	acl-12	C01C10.3	187734_s_at
WBGene00000526	clc-5	C01C10.4	175733_at
WBGene00000526	clc-5	C01C10.4	187721_s_at
WBGene00003739	nlp-1	C01C4.1	193825_at
WBGene00015292	C01C4.2	C01C4.2	187343_at
WBGene00015293	C01C4.3	C01C4.3a	192508_s_at
WBGene00000186	ark-1	C01C7.1a	174026_at
WBGene00000186	ark-1	C01C7.1a	194031_at
WBGene00015296	C01F1.1	C01F1.1	190074_s_at
WBGene00015296	C01F1.1	C01F1.1	173313_s_at
WBGene00015297	sco-1	C01F1.2	182260_at
WBGene00015298	C01F1.3	C01F1.3a	184019_at
WBGene00015299	C01F1.4	C01F1.4	183943_at
WBGene00015300	C01F1.5	C01F1.5	184053_at
WBGene00015301	C01F1.6	C01F1.6	182049_at
NA	NA	C01F4.1	179957_at
WBGene00015303	rga-6	C01F4.2a	180304_at
WBGene00015303	rga-6	C01F4.2a	180003_at
WBGene00015303	rga-6	C01F4.2a	189146_at
WBGene00007221	cpna-3	C01F6.1	177919_s_at
WBGene00007222	C01F6.2	C01F6.2	177495_at
WBGene00001413	fem-3	C01F6.4a	193456_at
WBGene00000120	aly-1	C01F6.5	193736_at
WBGene00006438	nrfl-1	C01F6.6a	187600_at
WBGene00006438	nrfl-1	C01F6.6a	175185_at
WBGene00006438	nrfl-1	C01F6.6a	191606_at
WBGene00006438	nrfl-1	C01F6.6a	187623_at
WBGene00006438	nrfl-1	C01F6.6a	193008_at
WBGene00002046	icln-1	C01F6.8a	177684_s_at
WBGene00007223	C01F6.9	C01F6.9	177911_at
WBGene00007230	C01G10.1	C01G10.1	189120_at
WBGene00007237	C01G10.10	C01G10.10a	192524_s_at
WBGene00006808	unc-76	C01G10.11a	175598_at
WBGene00006808	unc-76	C01G10.11a	191703_s_at
WBGene00001021	dnj-3	C01G10.12	189053_s_at
NA	NA	C01G10.13	184654_at
WBGene00007239	C01G10.14	C01G10.14	184772_at
NA	NA	C01G10.2	183813_at
WBGene00005969	srx-78	C01G10.3	183805_at
WBGene00007231	C01G10.4	C01G10.4	182405_at
WBGene00007232	C01G10.5	C01G10.5	183870_at
WBGene00007233	C01G10.6	C01G10.6	182559_at
WBGene00007234	C01G10.7	C01G10.7	190829_s_at
WBGene00007235	C01G10.8	C01G10.8	182438_s_at
WBGene00007236	C01G10.9	C01G10.9	192030_at
WBGene00007242	madf-5	C01G12.1	175427_at
WBGene00007242	madf-5	C01G12.1	184190_at
WBGene00007243	nspb-7	C01G12.2	181960_at
WBGene00007244	C01G12.3	C01G12.3	184169_s_at
WBGene00007245	C01G12.5	C01G12.5	193598_at
WBGene00007246	nspb-10	C01G12.6	172469_x_at
WBGene00007247	C01G12.7	C01G12.7	181887_at
WBGene00007248	catp-4	C01G12.8	192931_at
WBGene00004179	prg-2	C01G5.2	182814_at
WBGene00015305	C01G5.3	C01G5.3	182921_at
WBGene00015306	C01G5.4	C01G5.4	184076_at
WBGene00015307	C01G5.5	C01G5.5	189716_at
WBGene00015308	ddi-1	C01G5.6	183256_at
WBGene00015309	C01G5.7	C01G5.7	182908_at
WBGene00015310	fan-1	C01G5.8	183635_s_at
WBGene00015311	C01G5.9	C01G5.9	184027_at
WBGene00000170	aqp-2	C01G6.1a	171910_x_at
WBGene00000170	aqp-2	C01G6.1a	192699_s_at
WBGene00007224	C01G6.2	C01G6.2	178404_at
WBGene00007225	C01G6.3	C01G6.3	178775_at
WBGene00007225	C01G6.3	C01G6.3	171833_x_at
WBGene00007226	C01G6.4	C01G6.4	192803_at
WBGene00007227	C01G6.5	C01G6.5	192582_at
WBGene00007227	C01G6.5	C01G6.5	171818_x_at
WBGene00007227	C01G6.5	C01G6.5	174328_at
WBGene00006510	mtrr-1	C01G6.6a	192200_at
WBGene00007228	acs-7	C01G6.7	190359_at
WBGene00000289	cam-1	C01G6.8a	193362_at
WBGene00000289	cam-1	C01G6.8a	174771_at
WBGene00007229	C01G6.9	C01G6.9	178433_at
WBGene00015312	C01G8.1	C01G8.1a	182211_s_at
WBGene00000540	cln-3.2	C01G8.2	188354_s_at
WBGene00000965	dhs-1	C01G8.3	189133_s_at
WBGene00001022	dnj-4	C01G8.4	182096_at
WBGene00001333	erm-1	C01G8.5a	189677_s_at
WBGene00001333	erm-1	C01G8.5a	175003_at
WBGene00015313	hpo-32	C01G8.6	182043_s_at
WBGene00002717	let-526	C01G8.9a	176722_at
WBGene00002717	let-526	C01G8.9a	182990_at
WBGene00002717	let-526	C01G8.9a	174425_at
WBGene00000637	col-61	C01H6.1	188275_at
WBGene00007252	mlt-2	C01H6.2	190335_s_at
WBGene00007253	C01H6.3	C01H6.3	178923_at
WBGene00007254	C01H6.4	C01H6.4	192327_at
WBGene00003622	nhr-23	C01H6.5a	175831_s_at
WBGene00003622	nhr-23	C01H6.5a	194130_s_at
WBGene00007255	cnnm-4	C01H6.6	178913_at
WBGene00007256	swsn-9	C01H6.7a	188733_at
WBGene00007257	C01H6.8	C01H6.8a	178402_at
WBGene00007258	hasp-1	C01H6.9	192245_s_at
WBGene00001781	gst-33	C02A12.1	191414_s_at
WBGene00044090	srbc-33	C02A12.10	185751_at
WBGene00003096	lys-7	C02A12.4	185557_s_at
WBGene00015318	srbc-36	C02A12.6	185093_at
NA	NA	C02A12.7	185149_at
WBGene00044088	oac-2	C02A12.8	186285_at
WBGene00044089	srbc-31	C02A12.9	185766_at
WBGene00015326	ivd-1	C02B10.1	173508_at
WBGene00015326	ivd-1	C02B10.1	190736_s_at
WBGene00015327	snpn-1	C02B10.2	173709_at
WBGene00015327	snpn-1	C02B10.2	185977_s_at
WBGene00015328	C02B10.3	C02B10.3	185942_at
WBGene00015329	C02B10.4	C02B10.4	185817_at
WBGene00015330	C02B10.5	C02B10.5	186367_at
WBGene00015330	C02B10.5	C02B10.5	174482_at
WBGene00015331	C02B10.6	C02B10.6	186678_s_at
WBGene00000082	adt-1	C02B4.1	190550_at
WBGene00003616	nhr-17	C02B4.2	192635_at
WBGene00007259	C02B4.3	C02B4.3	179159_at
WBGene00015320	C02B8.1	C02B8.1	187232_at
WBGene00219375	C02B8.12	C02B8.12	187192_at
WBGene00015321	fbxc-38	C02B8.2	187168_s_at
WBGene00015322	C02B8.3	C02B8.3	187199_at
WBGene00001953	hlh-8	C02B8.4	193985_at
WBGene00015324	C02B8.6	C02B8.6	193294_at
WBGene00015324	C02B8.6	C02B8.6	174210_at
WBGene00015325	C02B8.7	C02B8.7	172652_x_at
WBGene00015332	Tyr-1	C02C2.1	189065_at
WBGene00000845	cup-4	C02C2.3	191104_at
WBGene00000845	cup-4	C02C2.3	191105_s_at
WBGene00015333	slc-17.3	C02C2.4	187497_at
WBGene00015334	sup-18	C02C2.5	187209_at
WBGene00001130	dyn-1	C02C6.1a	175673_s_at
WBGene00001130	dyn-1	C02C6.1a	188161_s_at
WBGene00007260	olrn-1	C02C6.2a	175354_at
WBGene00007260	olrn-1	C02C6.2a	179309_at
WBGene00007261	lron-3	C02C6.3a	191991_s_at
WBGene00007262	jud-4	C02D4.1	177917_at
WBGene00004777	ser-2	C02D4.2a	190313_at
WBGene00015335	acdh-6	C02D5.1	187885_at
WBGene00015336	C02D5.2	C02D5.2a	175943_at
WBGene00015337	gsto-2	C02D5.3	175985_at
WBGene00015344	nra-4	C02E11.1a	185934_s_at
WBGene00015338	catp-2	C02E7.1	193748_at
WBGene00015342	C02E7.10	C02E7.10	184910_at
WBGene00006244	str-211	C02E7.13	191584_at
NA	NA	C02E7.14	190617_at
NA	NA	C02E7.14	190618_s_at
WBGene00005246	srh-21	C02E7.2	173102_at
WBGene00005246	srh-21	C02E7.2	191231_at
WBGene00005245	srh-20	C02E7.3	191029_at
WBGene00005247	srh-22	C02E7.4a	191035_at
WBGene00005248	srh-23	C02E7.5	191045_at
WBGene00015339	C02E7.6	C02E7.6	172353_x_at
WBGene00015339	C02E7.6	C02E7.6	171796_x_at
WBGene00015340	C02E7.7	C02E7.7	172325_x_at
WBGene00015340	C02E7.7	C02E7.7	171807_x_at
WBGene00015341	C02E7.8	C02E7.8	180937_at
WBGene00006238	str-205	C02E7.9	191241_at
WBGene00006643	tsp-17	C02F12.1a	188871_at
WBGene00015354	snet-1	C02F12.3	176757_at
WBGene00006431	tag-52	C02F12.4	193535_s_at
WBGene00015355	C02F12.5	C02F12.5	192268_at
WBGene00015356	tag-278	C02F12.7	176818_s_at
WBGene00015357	C02F12.8	C02F12.8	193313_s_at
WBGene00000419	ced-5	C02F4.1	175635_at
WBGene00000419	ced-5	C02F4.1	191080_s_at
WBGene00006527	tax-6	C02F4.2a	192749_at
NA	NA	C02F4.3	177893_at
WBGene00007264	C02F4.4	C02F4.4	177870_at
WBGene00007265	C02F4.5	C02F4.5	178227_at
WBGene00002231	knl-1	C02F5.1	187307_at
WBGene00002231	knl-1	C02F5.1	174889_s_at
WBGene00015351	C02F5.10	C02F5.10	187726_at
WBGene00006628	tsp-2	C02F5.11	188927_at
WBGene00015352	C02F5.12	C02F5.12	190743_at
WBGene00015353	C02F5.13	C02F5.13	190452_at
WBGene00015345	C02F5.2	C02F5.2	187305_at
WBGene00015346	C02F5.3	C02F5.3	174055_s_at
WBGene00015347	cids-1	C02F5.4	187492_at
WBGene00015348	C02F5.5	C02F5.5	187390_at
WBGene00015349	henn-1	C02F5.6a	187285_at
WBGene00015350	fbxl-1	C02F5.7a	191772_at
WBGene00015350	fbxl-1	C02F5.7a	174177_at
WBGene00006627	tsp-1	C02F5.8	191038_at
WBGene00003952	pbs-6	C02F5.9	175565_s_at
WBGene00015359	C02G6.1	C02G6.1	188581_at
WBGene00015360	C02G6.2	C02G6.2	188568_at
WBGene00015361	C02H6.1	C02H6.1	180539_at
WBGene00015362	fbxa-105	C02H6.2	182323_at
WBGene00001127	dyf-11	C02H7.1	181073_at
WBGene00015364	npr-19	C02H7.2	180996_at
WBGene00000086	aex-3	C02H7.3a	173456_at
WBGene00000086	aex-3	C02H7.3a	188458_s_at
WBGene00007266	C03A3.1	C03A3.1a	178705_at
WBGene00007267	C03A3.2	C03A3.2	178751_at
WBGene00007268	C03A3.3	C03A3.3	178980_at
NA	NA	C03A7.1	180826_at
WBGene00015368	srt-65	C03A7.10	186208_at
WBGene00015369	ugt-51	C03A7.11	173620_s_at
WBGene00015370	C03A7.12	C03A7.12	186249_at
WBGene00015371	C03A7.13	C03A7.13	186028_at
WBGene00000031	abu-8	C03A7.14	194211_x_at
WBGene00000031	abu-8	C03A7.14	172587_x_at
WBGene00000031	abu-8	C03A7.14	172321_x_at
WBGene00015366	C03A7.2	C03A7.2	180265_at
WBGene00015366	C03A7.2	C03A7.2	180266_s_at
WBGene00005887	srw-140	C03A7.3	180947_at
WBGene00004099	abu-15	C03A7.4	172360_x_at
WBGene00005929	srx-38	C03A7.5	180446_at
WBGene00005930	srx-39	C03A7.6	180651_at
WBGene00000029	abu-6	C03A7.7	172323_x_at
WBGene00015367	srt-64	C03A7.9	180674_at
WBGene00015372	C03B1.1	C03B1.1	187386_at
WBGene00003053	lmp-1	C03B1.12	173193_s_at
WBGene00003053	lmp-1	C03B1.12	187660_s_at
WBGene00015381	C03B1.13	C03B1.13	176797_at
WBGene00015381	C03B1.13	C03B1.13	176798_s_at
WBGene00015382	C03B1.14	C03B1.14	176803_at
WBGene00015373	C03B1.2	C03B1.2	187279_at
WBGene00015374	C03B1.3	C03B1.3	187320_at
WBGene00015375	C03B1.4	C03B1.4	187303_at
WBGene00015376	C03B1.5	C03B1.5	189644_at
WBGene00015377	C03B1.6	C03B1.6a	187326_at
WBGene00015378	C03B1.7	C03B1.7a	187322_at
WBGene00015379	C03B1.9	C03B1.9	187324_at
WBGene00015385	C03B8.2	C03B8.2	172657_x_at
WBGene00015386	C03B8.3	C03B8.3	172658_x_at
WBGene00015386	C03B8.3	C03B8.3	187263_at
WBGene00003002	lin-13	C03B8.4	173462_s_at
WBGene00003002	lin-13	C03B8.4	189214_s_at
WBGene00002202	kin-19	C03C10.1	175421_at
WBGene00002202	kin-19	C03C10.1	189878_at
WBGene00002202	kin-19	C03C10.1	174850_at
WBGene00007269	C03C10.2	C03C10.2	191291_at
WBGene00004392	rnr-2	C03C10.3	193141_s_at
WBGene00007270	rei-1	C03C10.4	187274_at
WBGene00007271	C03C10.5	C03C10.5	172651_x_at
WBGene00007274	C03C11.1	C03C11.1	180724_at
WBGene00001483	fog-3	C03C11.2	187972_at
WBGene00007275	C03D6.1	C03D6.1	178448_at
NA	NA	C03D6.2	172222_at
WBGene00000466	cel-1	C03D6.3a	192337_at
WBGene00003800	npp-14	C03D6.4	173670_s_at
WBGene00007277	asfl-1	C03D6.5	190381_at
WBGene00007278	lab-1	C03D6.6	179017_at
WBGene00004437	rpl-24.2	C03D6.8	189887_at
WBGene00007279	C03E10.1	C03E10.1	183152_at
WBGene00007281	C03E10.3	C03E10.3	183839_at
WBGene00001645	gly-20	C03E10.4	173502_s_at
WBGene00007282	clec-223	C03E10.5	182545_at
WBGene00007283	clec-222	C03E10.6	182881_at
WBGene00015387	kcnl-3	C03F11.1	193447_at
WBGene00015388	C03F11.2	C03F11.2	187693_at
WBGene00015389	scav-1	C03F11.3	189515_s_at
WBGene00015390	C03F11.4	C03F11.4	175240_at
WBGene00015390	C03F11.4	C03F11.4	176779_s_at
WBGene00015391	sdhA-1	C03G5.1	173430_at
WBGene00015391	sdhA-1	C03G5.1	193475_s_at
WBGene00044340	nspc-5	C03G5.12	194223_x_at
WBGene00015392	nspc-7	C03G5.2	172334_x_at
WBGene00015392	nspc-7	C03G5.2	172713_x_at
WBGene00015392	nspc-7	C03G5.2	172324_x_at
WBGene00001448	flp-5	C03G5.7	180535_at
NA	NA	C03G6.1	183096_at
WBGene00015396	nhr-148	C03G6.10	191722_at
WBGene00005439	srh-231	C03G6.11	191551_at
WBGene00015397	nhr-149	C03G6.12	191749_at
WBGene00015398	tag-293	C03G6.13	185286_at
WBGene00015399	cyp-35A1	C03G6.14	185525_at
WBGene00015400	cyp-35A2	C03G6.15	189512_at
WBGene00015401	srsx-24	C03G6.16	191027_at
WBGene00015402	C03G6.17	C03G6.17	185999_at
WBGene00005647	srp-6	C03G6.19	172942_x_at
WBGene00005647	srp-6	C03G6.19	192994_s_at
WBGene00005947	srx-56	C03G6.2	184101_at
WBGene00005602	srj-14	C03G6.3a	188210_at
WBGene00005602	srj-14	C03G6.3a	183471_at
NA	NA	C03G6.5	184119_at
WBGene00015394	C03G6.6	C03G6.6	183537_at
WBGene00005480	srh-275	C03G6.7	191381_at
WBGene00015395	nhr-147	C03G6.8	183651_at
WBGene00005450	srh-244	C03G6.9	191397_at
WBGene00007284	C03H12.1	C03H12.1a	180577_at
WBGene00015403	clec-10	C03H5.1	181946_at
WBGene00015403	clec-10	C03H5.1	181947_s_at
WBGene00015404	nstp-4	C03H5.2	181965_at
WBGene00015405	C03H5.3	C03H5.3	183368_at
WBGene00015405	C03H5.3	C03H5.3	174673_s_at
WBGene00015406	C03H5.4	C03H5.4	189091_at
WBGene00015407	C03H5.5	C03H5.5	183809_at
WBGene00015408	C03H5.6	C03H5.6	183272_at
WBGene00015409	C03H5.7	C03H5.7	181871_at
WBGene00007285	C04A11.1	C04A11.1	175540_at
WBGene00007285	C04A11.1	C04A11.1	182478_at
WBGene00007286	C04A11.2	C04A11.2	182241_s_at
WBGene00007287	gck-4	C04A11.3	190685_at
WBGene00000074	adm-2	C04A11.4	192244_s_at
WBGene00015410	tbc-6	C04A2.1	187191_at
WBGene00001194	egl-27	C04A2.3a	175679_at
WBGene00001194	egl-27	C04A2.3a	187748_s_at
WBGene00001194	egl-27	C04A2.3a	188530_at
WBGene00001194	egl-27	C04A2.3a	188531_s_at
WBGene00001023	dnj-5	C04A2.7a	187648_s_at
WBGene00001023	dnj-5	C04A2.7a	172072_x_at
WBGene00007289	C04B4.1	C04B4.1	178985_at
WBGene00007290	C04B4.2	C04B4.2	179273_at
WBGene00007291	lips-2	C04B4.3	188025_at
WBGene00007292	C04B4.4	C04B4.4	178528_at
WBGene00007293	C04B4.5	C04B4.5	179193_at
WBGene00007294	C04B4.6	C04B4.6	179005_at
WBGene00007295	C04C11.1	C04C11.1a	180874_at
WBGene00007296	arrd-25	C04C11.2	180849_at
WBGene00007296	arrd-25	C04C11.2	174490_at
WBGene00015411	srz-60	C04C3.1	180107_at
WBGene00015412	lgc-9	C04C3.2	189368_at
WBGene00015413	pdhb-1	C04C3.3	194166_s_at
WBGene00015413	pdhb-1	C04C3.3	190522_at
WBGene00015414	C04C3.4	C04C3.4	172251_x_at
WBGene00001119	dyf-3	C04C3.5a	179795_s_at
WBGene00015416	C04C3.6	C04C3.6	179938_at
WBGene00015417	C04C3.7	C04C3.7	179899_s_at
WBGene00015418	pac-1	C04D8.1a	174038_at
WBGene00015418	pac-1	C04D8.1a	189101_at
WBGene00015418	pac-1	C04D8.1a	176267_at
WBGene00015439	C04E12.10 	C04E12.10	186856_at
WBGene00015441	arrd-21 	C04E12.12	186900_at
WBGene00015433	C04E12.2	C04E12.2	185812_at
WBGene00015434	C04E12.4	C04E12.4	184579_at
WBGene00015434	C04E12.4	C04E12.4	185367_at
WBGene00015435	C04E12.5	C04E12.5	184312_at
WBGene00015436	C04E12.6 	C04E12.6	185801_at
WBGene00015437	scrm-3	C04E12.7	184285_at
WBGene00006012	srx-121	C04E12.8	184371_at
WBGene00015438	srbc-2	C04E12.9	184390_at
WBGene00005093	srd-15	C04E6.10	191448_at
WBGene00015425	C04E6.11	C04E6.11	184995_s_at
NA	NA	C04E6.12	184857_at
WBGene00015419	srsx-18	C04E6.2	180242_at
WBGene00015420	C04E6.3	C04E6.3	180287_at
WBGene00015421	C04E6.4	C04E6.4	181597_at
WBGene00015422	C04E6.5	C04E6.5	180260_at
WBGene00001698	grd-9	C04E6.6	188073_at
WBGene00015423	C04E6.7	C04E6.7	180233_s_at
WBGene00015424	C04E6.8	C04E6.8	179747_at
WBGene00005094	srd-16	C04E6.9	191199_at
WBGene00015428	C04E7.1	C04E7.1	187370_at
WBGene00015429	sor-3	C04E7.2	187388_at
WBGene00015430	C04E7.3	C04E7.3	187405_at
WBGene00015442	C04F1.1	C04F1.1	184199_s_at
WBGene00002989	lim-7	C04F1.3	191686_at
WBGene00007297	C04F12.1	C04F12.1	182922_s_at
WBGene00001405	fce-1	C04F12.10	173202_s_at
WBGene00001405	fce-1	C04F12.10	192758_s_at
NA	NA	C04F12.2	188825_s_at
WBGene00002069	ikb-1	C04F12.3	188690_at
WBGene00004426	rpl-14	C04F12.4	188181_at
WBGene00007299	C04F12.5	C04F12.5	184193_at
WBGene00007301	C04F12.7	C04F12.7	183211_s_at
WBGene00007302	C04F12.8	C04F12.8	193574_at
WBGene00007303	rnh-1.3	C04F12.9	184160_at
WBGene00005300	srh-79	C04F2.1	191214_at
WBGene00005437	srh-229	C04F2.4	191254_at
WBGene00004795	sid-1	C04F5.1	182975_s_at
WBGene00015444	C04F5.2	C04F5.2	182233_at
WBGene00006782	unc-46	C04F5.3	175506_s_at
